Jointax,Kingdom,Phylum,Class,Order,Family,Genus,GID,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_9,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25,site_26,site_27,site_28,site_29,site_30,site_31,site_32,site_33,site_34,site_35,site_36,site_37,site_38,site_39,site_40,site_41,site_42,site_43,site_44,site_45,site_46,site_47,site_48,site_49,site_50,site_51,site_52,site_53,site_54,site_55,site_56,site_57,site_58,site_59,site_60,site_61,site_62,site_63,site_64,site_65,site_66,site_67,site_68,site_69,site_70,Source,IDs
Burkholderiales_Comamonadaceae_Tepidimonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,712,0,0,0.01227596366314756,0,0,0,0,0,0,0,0.1534919416730622,0.002581844469689146,0.01984914648670107,0,0,0.01465774173059071,0,0,0,0,0,0.0101973181053383,0.0121503730164516,0,1.138454461821527,0,0,1.475134014164417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003977566524800128,0,0,0,0,0,0,0,0,0,0.01542020046260601,8.93371757925072,10.57352065304979,0,0.7809594644849386,1.626689925861317,1.363846509477578,0,0.05443658138268917,0,0,0,0,0,chk,"['2873960584', '2873960581', '2873960579', '2873960576', '2873960574', '2873960570', '2873960568', '2873960564', '2873960562', '2873960560', '2873960556', '2873960554', '2873960551', '2873960548', '2873960544', '2873960541', '2873960539', '2873960536', '2873795961', '2873795956', '2873795952', '2873795940', '2873795936', '2873795933', '2873795929', '2873795924', '2873795920', '2873795916', '2873795912', '2873795908', '2873795905', '2873795901', '2873795897', '2873795886', '2873795882', '2873795878', '2873795869', '2873795866', '2873795862', '2873795858', '2873795847', '2873795843', '2873795839', '2873795830', '2873795827', '2873795815', '2873795810', '2873795797', '2873795793', '2873795789', '2873795785', '2873795781', '2873795774', '2873795765', '2873795761', '2873795757', '2873795753', '2873795749', '2873795741', '2873795733', '2873795722', '2873795691', '2873795684', '2873795680', '2873795677', '2873795673', '2873795665', '2873795662', '2873795659', '2873795655', '2873795652', '2873795647', '2873795640', '2873795636', '2873795632', '2873795620', '2873795612', '2873795585', '2873795516', '2873795512', '2873795508', '2873795500', '2873795496', '2873795488', '2873795484', '2873795480', '2873795475', '2873795472', '2873795468', '2873795464', '2873795461', '2873795457', '2873795453', '2873795421', '2873795417', '2873795409', '2873795405', '2873795399', '2873795389', '2873795385']"
Hydrogenophilales_Hydrogenophilaceae_Thiobacillus,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,727,0,0,0,0.002203759613901316,0,0,0,0,0.005954507562224604,0.46,0.0255819902788437,0,0.258038904327114,0,0.004810930433945925,0.007328870865295353,0,0.01258336479174531,0,0,0,0.01784530668434202,0.0121503730164516,0.004966229638458482,0.01437442502299908,0,0,0.05477951246233909,0,0.01793239487133507,0,0.02963255630185697,0.08125677139761647,0,0,0.1443652440674907,0.02446343531867702,0.004283572499464553,0.02178095618397648,0,0,0.04199916001679967,0,0,0,0,0.04176444851040134,0,0,0,0,0,0,0,0,0.03699095403033258,0.07710100231303006,0,0.007006971937077392,0.003558845510516389,0,0.01744439598778892,0,0,0,0,0.04397107680281415,0,0,0,chk-us,"['2868819141', '2172332960', '2784215697', '2540692592', '2540692591', '2540742922', '2540742887', '2540742862', '2540742825', '2540742708', '2540742701', '2540596209', '2540596206', '2540596200', '2540596198', '2540596193', '2540596190', '2540596188', '2540596186', '2540596181', '2540596180', '2540596173', '2540596166', '2540596161', '2540596149', '2540596146', '2540596140', '2540596131', '2540596126', '2540596124', '2540495046', '2540495043', '2540494987', '2750881379', '483967395', '483967386', '483967373', '2700936701', '484226642', '484226640', '484226638', '484226636', '484226634', '484226632', '484226630', '484226628', '484226626', '981557094', '981557091', '981557088', '981557085', '981557082', '981557079', '981557076', '981557073', '981557070', '981557068', '981557061', '981557058', '981557055', '981557051', '981557048', '981557045', '981557042', '981557039', '981557033', '981557028', '981557006', '981556973', '981556934', '981556931', '981556928', '981556909', '981556888', '981556842', '2639837687', '2625918261', '2593262991', '2558431798', '2511608818', '2299854909', '2299854905', '2417187130', '1769992956', '2259603947', '2259603946', '2259603945', '2259603944', '1897579701', '1897579697', '1897579638', '1942509757', '1942509755', '1942509754', '1942509735', '1919482206', '1919482205', '1899605946', '1862660857', '1862660854']"
Clostridiales_Eubacteriaceae_Acetobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,6,0.4308487720809996,0.01897173211914248,0.02455192732629511,0.01763007691121053,0.02208724461623413,0,0.0363768643142961,0,0.08336310587114446,0,0,1.716926572343282,0,0,0,0,0,0.03775009437523594,0,0,0.4532331421791576,0,0,5.557210965435042,0.1178702851885925,0.0395872370747671,0,0.02347693391243104,0.4797543657647284,0.3541647987088676,0,0.1481627815092849,0.3791982665222102,0,0,0.2135402568498301,2.276730380324874,4.945384450631827,0.5130625234447792,0.003531073446327684,0,1.049979000419992,0.2364998029168309,0,0,0.004311273981461522,0.1630802275168052,0.449564484405732,2.41,0,0,0,0,0,0,1.963042674109695,0.2467232074016962,0.09606147934678194,0.04204183162246435,0.1441332431759138,0,0.680331443523768,0.53166897827092,0.4,1.034295046271094,10.9,0,0,0,0,core-us,"['2644316106', '2815566502', '2798788146', '2798788124', '2798788110', '2798788105', '2559564274', '2559564218', '2559564180', '2559564168', '2559564165', '2559564156', '2559564129', '2559564107', '2559564103', '2559564098', '2559564086', '2559564083', '2556088481', '2556088479', '2556088478', '2556088475', '2556088474', '2556088473', '2556088472', '2556088471', '2556088469', '2556088468', '2556088467', '2556088466', '2556088465', '1896951739', '1896951737', '1896951736', '1896951735', '1896951734', '1896951733', '1896951732', '1896951731', '1896951730', '1896951729', '1896951728', '2524803499', '2524803477', '1731363050', '1731363049', '1731363048', '1731363047', '1731363045', '1731363044', '1731363042', '1731363041', '1731363040', '1731362982', '1731362981', '1731362980', '1731362978', '1731362976', '1731362975', '1731362974', '1731362973', '1731362972', '1731362971', '1731362970', '1731362969', '1731362968', '1731362967', '1731362965', '1731362964', '1084284231', '1084284229', '1084284217', '1084284214', '1084284203', '1084284201', '1084284194', '1084284191', '1084284188', '1084284180', '1084284177', '1084284176', '1084284175', '1084284174', '1084284173', '1084284171', '1084284170', '914873921', '914873910', '914873884', '914873842', '914873810', '914873686', '651262653', '651262651', '651262649', '651262647', '651262645', '1896900028', '1896900025', '1896900024']"
Burkholderiales_Alcaligenaceae_Achromobacter,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,7,0.5170185264971995,0.3414911781445646,0.3191750552418365,0.25122859598475,0.5098472298914043,0,0.2400873044743543,0,0.6222460402524711,0,1.151189562547966,0,1.984914648670107,0.8399126490844951,0.644664678148754,2.496702008110617,0.9528851244044468,0.4530011325028313,0.001207458227982603,0,0.2452046667984971,5.312802732881252,1.146995212753031,0,0.140869365225391,0.04354596078224381,0,0.0665179794185546,0,0,0,0.05926511260371395,0.1083423618634886,0,0,0.2315859123582664,0.04729597494944223,0.00642535874919683,0.001210053121332026,0,0.4164009453426867,0,0,0,0.001347581764523563,0,0,0,0,0.002157683510982609,0,44.118794693338,0,0,0,0.8524733496990282,0,0.05763688760806917,0.09459412115054479,0,0.01859427296392711,0.1003052769297863,0.04623208506703652,0,0,0,0.1221418800078171,0,0,0,core,"['2874270692', '2874246232', '2874235207', '2874235206', '2874235204', '2873321571', '2747349659', '2747349657', '2747349656', '2701516119', '2873099089', '2873099086', '2873027132', '2872464499', '2872464498', '2872464497', '2872464496', '2872464495', '2872464494', '2872464493', '2871926388', '2871926373', '2638274980', '2470370325', '2463736462', '2463736145', '2463734400', '2463734197', '2207112562', '2207111161', '2207110966', '2207090984', '2207025614', '2207023556', '2207022147', '2207022062', '2207021565', '2207021375', '2207021312', '2206906255', '2205470940', '2205470608', '2205470559', '2205470530', '2205465719', '2196786458', '2063182793', '1838512176', '1838512081', '1838511873', '1208294651', '935738283', '935732575', '924633503', '924488480', '895985172', '640718199', '2871849416', '2871849413', '2871849406', '2871849098', '2871848932', '2871837986', '2871837697', '1001761346', '1001761344', '1001761340', '1001761339', '1001761334', '1001761332', '1001761330', '1001761284', '1001761282', '1949159966', '2623408613', '2871926396', '2871926394', '2871926393', '2871926392', '2871926390', '2871926389', '2871926387', '2871926386', '2871926385', '2871926384', '2871926383', '2871926382', '2871926381', '2871926380', '2871926379', '2871926378', '2871926376', '2871926375', '2871926374', '2871926372', '2871926371', '2871926370', '2871926369', '2871926368', '2871926367']"
Rhodospirillales_Acetobacteraceae_Acidisoma,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,13,0,0,0,0,0,0,0,11.79,0,49.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001319574569158903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,core,"['2125541608', '2125541607', '2125541606', '2125541605', '2125541603', '2125541602', '2125541599', '2125541598', '2125541597', '2125541596', '2125541595', '2125541594', '2125541593', '2125541592', '2125541591', '2125541590', '2125541589', '2125541588', '2125541587', '2125525959', '2125525958', '2125525956', '2125525955', '2125525954', '2125525953', '2125525952', '2125525950', '2125525949', '2125525948', '1796061447', '1796061428', '1796061420', '1796061417', '1796061408', '1796061403', '1796061400', '1796061399', '1796061346', '1796061322', '1796061266', '1796061260', '1796061248', '1796061216', '1796061119', '1795846156', '1795846148', '1795846136', '1795846100', '1795846081', '2485481767', '2125201878', '2108399125', '2363086693', '2363086691', '1706884517', '1706884507', '1706884505', '1706884491', '1706884475', '1706884457', '1706884456', '1706884438', '1706884419', '1706884417', '1706884414', '1706884411', '1706884409', '1706884406', '1706884405', '1706884389', '1706884376', '1706884373', '1706884358', '1706884350', '1706884346', '1955001634', '1955001633', '1833253133', '343202420', '343202419', '1493511153', '1384595547', '1174762986', '1174762845', '1174762844', '1174762838', '1174762836', '1174762834', '1174762832', '1174762829', '1174762827', '1174762805', '1174762804', '1174762734', '1174762718', '1174762710', '1174762643', '1174762487', '824991218', '1001910392']"
Burkholderiales_Comamonadaceae_Acidovorax,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,17,6.247307195174494,1.479795105293113,3.71961698993371,3.129338651739868,1.890300018406037,8.84,1.930398932945314,0,2.530665713945456,0,0.1534919416730622,0.2452752246204689,0.9527590313616514,0.03359650596337981,0.06254209564129704,0.3615576293545708,0.2117522498676549,3.057757644394111,0,1.170182028315516,0.4113110539845758,0.05608524957936063,0.02916089523948385,1.956694477552642,0.9487120515179392,0.00395872370747671,0.00324485690181063,1.776421332707282,0.1535213970447131,0.4752084640903793,16.67149898521311,0.7605689450809957,1.570964247020585,9.9,0.04341848180041971,1.335378507624289,1.185661165111879,1.599914328550011,1.089047809198824,0.1694915254237288,9.299621112653336,0.125997480050399,1.83287347260544,1.66,0.01347581764523562,10.30394481569304,0.1690465773040054,41.75330148918236,4.68,0,0.003637554108617366,0.007166860437337751,0,2.608778625954198,0.2773997697058516,0.1076100480882402,1.449498843484965,2.785782901056676,1.888378937042357,0.1014270970497171,0.7623651915210116,2.032272132577409,1.918631530282016,10.95,3.538377789874795,12.14,1.993355481727575,0.005292965648652941,1.36,1.16,core,"['2747349660', '2874160785', '2874160781', '2874160777', '2874160744', '2874160741', '2874160726', '2874160710', '2874160670', '2874160651', '2305621944', '2305621943', '2305621941', '2305621940', '2305621939', '2305621938', '2305621937', '2305621935', '2305621934', '2305621933', '2305621931', '2305621930', '2305621929', '2305621928', '2305621927', '2305621926', '2305621924', '2305621923', '2305621922', '2305621921', '2305621920', '2305621919', '2305621918', '2305621917', '2305621916', '2305621915', '2305621914', '2305621913', '2305621912', '2305621911', '2305621910', '2305621845', '2305621836', '2542217874', '2513757176', '2433249493', '1480897762', '1480897683', '1480897644', '1383357457', '241768192', '2873259212', '2871317663', '1892749717', '1892749715', '1892749713', '2868812335', '2868812317', '2868562045', '2868562041', '2868562038', '2868562020', '2868562009', '2581741639', '2581741638', '2581741637', '2581741636', '2581741635', '2581741634', '2581741633', '2581741598', '2581741597', '2581741595', '2581741594', '2581741593', '2581741592', '2581741591', '2866317071', '2866317070', '2868819034', '2446245980', '2446245978', '2446245975', '2446245973', '2446245970', '2446245968', '2446245966', '2446245964', '1421763847', '1421763845', '1421763843', '1421763841', '1421763840', '1421763838', '1421763836', '1421763834', '1421763832', '1421763831', '1421763829', '1421763827']"
Propionibacteriales_Propionibacteriaceae_Aestuariimicrobium,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.11788500433401,0,0,0,0,0,0,0.001622428450905315,0,0,0,0,0,0,0,0.007236413633403285,0,0,0,0,0,0.09003263683085118,0,0,0,0.001347581764523563,0.7889631386074585,0,0,0,0,0.05638208868356917,0,0,0.003816793893129771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,core,"['1985942822', '1985942820', '1985942819', '2302596730', '2302596711', '2302596707', '2302596703', '2302596700', '2302596697', '2302596694', '2672930909', '2363086364', '2363083048', '2088324431', '1906937798', '1796335126', '1782146404', '1787616801', '343205620', '381217660', '1434172710', '1386548559', '1241536245', '1208596708', '509156423', '496537366', '224579373', '780749994', '330376458', '110816352', '110816351', '110816350', '110816349']"
Rhizobiales_Bradyrhizobiaceae_Afipia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,30,0,0.01897173211914248,0,0,0.01104362230811706,0,0.007275372862859222,0,0.02084077646778611,0,0,0,0,0,0,0,0,0,0,0,0.0007909827961241842,0,0,0.1936829558998808,0.05174793008279668,0,26.78304886754494,0.02347693391243104,0,0,0,0.02963255630185697,0.1354279523293608,0,0.007236413633403285,0.1804565550843634,0.02935612238241242,0,0,0,0.02250815920771279,0,0,0,0.1226299405716442,0.04742401379607674,0,0,0,0,0,0,0,0,0,0,0,0,0.01051045790561609,0,0.03718854592785422,0.00436109899694723,0.04623208506703652,0,0,0,0.004885675200312683,0,0,0,core,"['736448047', '2810195243', '2793107742', '2787284317', '881039278', '881039277', '881039276', '881039275', '639256991', '639256967', '639256959', '639256943', '639256933', '639246438', '299135508', '299135506', '299135503', '1891872902', '448879113', '640488182', '640488181', '640488179', '640488173', '640488159', '640488154', '640488093', '640488091', '640488090', '640488088', '640488081', '640488080', '640488064', '640488042', '640482133', '640482128', '640482127', '640482105', '640482096', '640482038', '639265112', '639265108', '639265104', '639265099', '639265071', '639265067', '639265052', '639264978', '639263368', '639263361', '639263352', '639263335', '639263331', '639263325', '639263313', '639263283', '639261789', '639261787', '639261784', '639261747', '639260272', '639260267', '639260246', '639260199', '639260195', '639259835', '639258591', '639258587', '639258583', '639258579', '639258563', '639258508', '2668947952', '2668934689', '2640698478', '542215035', '2634419339', '2294364050', '2552713062', '2552713049', '2552713038', '2552713014', '2552712999', '2060187467', '2060187078', '2060185975', '2060185214', '2060185187', '2060185184', '2518981953', '2518670763', '2518670762', '2505187748', '2202206455', '2202206378', '2202206284', '2202206110', '2202205999', '2202205972', '2202205969', '2125201915']"
Bacillales_Bacillaceae_Anoxybacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,89,0,0,0,0.002203759613901316,0,0,0.004850248575239481,0,0,0,0,2.204895177114531,0,0,0,0.004885913910196903,0,0,0,0,0,0,0,0,0,0,0,0,39.83880253310305,3.268178965300816,0,0,0,0,0,0,0,0,0,0,0,4.115917681646367,0,0,0,0,1.994749612187264,0,0,0,0,0,0,0,0,0,1.634541249036238,0,0,2.918253318623439,0,0,0,0,3.157321720195971,0,0,0,0,0,core,"['1918129051', '1918127337', '1918126095', '1918124744', '755619104', '544662684', '763088105', '763088101', '763088096', '763088087', '763088080', '763088073', '763088065', '763088063', '763088055', '763088048', '763088043', '763088041', '763088039', '763088033', '763088029', '763088020', '763088011', '763088007', '763088002', '763087993', '763087991', '763087985', '763087983', '763087982', '763087962', '763087955', '763087952', '763087948', '763087944', '763087933', '763087926', '763087918', '1189742742', '1189742741', '1189742738', '1189742735', '1189742734', '1189742733', '2836007221', '2836007220', '2836007219', '2836007216', '2196121798', '2196121797', '2196121796', '2196121794', '2196121784', '2196121783', '2196121780', '2196121779', '2196121778', '2196121777', '2196121776', '2805379510', '1845009981', '1845009980', '1845009979', '1845009978', '1845009976', '1845009974', '1845009973', '1845009972', '1845009971', '1845009970', '1845009969', '1845009968', '1845009967', '1845009966', '1845009965', '1845009963', '1845009962', '1845009961', '1845009960', '1845009959', '493367955', '493367951', '493367931', '493367926', '493367880', '493367853', '493366855', '493365990', '2791821358', '1274540866', '1274540865', '1274540863', '1274540862', '1274540861', '1274540860', '1274540859', '1274540858', '2196130861', '2196130845', '2196130832']"
Bacillales_Bacillaceae_Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,113,0.0861697544161999,0.01897173211914248,0.02455192732629511,0.05729774996143421,0.06258052641266336,0,0.04365223717715533,0,0.05359056806002144,0,0.2814018930672806,0.06970980068160694,0.09924573243350536,0.2855703006887284,0.51958048686616,0.1490203742610055,11.01111699311805,0.05033345916698125,0,0,0,0.2090450211594351,0.4131126825593546,0.004966229638458482,0.2156163753449862,0,0,0.3286770747740345,0.1727115716753022,0,0,3.506519162386409,4.062838569880824,0,0,2.974525549640591,3.136212407854393,0,0,0.03001412429378531,0,0,0,0,0,0,0.01591026609920051,0,0,0,0,0.0003981589131854306,0,0,0,0,0.01542020046260601,0.249759846301633,0.1891882423010896,0.02847076408413111,0.1301599107474898,0.1744439598778892,0.2773925104022191,0,0,0,0.9966777408637874,0,0,0,core-us,"['2874247066', '2874247065', '2874247064', '2874247063', '2874247062', '2874247061', '2874247060', '2874247059', '2874247058', '2874247057', '2874247056', '2874247055', '2874247054', '2874247053', '2874247052', '2874247050', '2874247049', '2874247048', '2874247047', '2874247046', '2874247045', '2874247044', '2874247043', '2874247042', '2874247041', '2874247040', '2874247039', '2874247038', '2874247037', '2874247036', '2874247035', '2874247034', '2874247033', '2874247032', '2874247031', '2874247030', '2874247029', '2874247028', '2874247027', '2874247026', '2874247025', '2874247024', '2874247023', '2874247022', '2874247021', '2874247020', '2874247019', '2874247018', '2874247017', '2874247016', '2874247015', '2874247014', '2874247013', '2874247012', '2874247011', '2874247010', '2874247009', '2874247008', '2874247007', '2874247006', '2874247005', '2874247004', '2874247003', '2874247002', '2874247001', '2874247000', '2874246999', '2874246998', '2874246997', '2874246996', '2874246995', '2874246994', '2874246993', '2874246992', '2874246991', '2874246990', '2874246989', '2874246988', '2874246987', '2874246986', '2874246985', '2874246984', '2874246983', '2874246982', '2874246981', '2874246980', '2874246979', '2874246978', '2874246977', '2874246976', '2874246975', '2874246974', '2874246973', '2874246972', '2874246971', '2874246970', '2874246969', '2874246968', '2874246967', '2874246966']"
Burkholderiales_Comamonadaceae_Beta_proteobacterium,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Beta_proteobacterium,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001622428450905315,0,0,0,0,0,0,0,37.48462262102902,0,0,0,0,0,0.0112540796038564,0,0,0,0.004042745293570687,0.1207156714809226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,core,"['2557661211', '2557661190', '2557661166', '2557661158', '2557661150', '2557661146', '2557661139', '2557661093', '2557661059', '2557661058', '2557661008', '2557661005', '2557661004', '2557660987', '2557660976', '2557660933', '2557660912', '2557660884', '2557660868', '2557660854', '2557660804', '2557660765', '2557660753', '2557660693', '2557660653', '2557660639', '2557660628', '2557660612', '2557660558', '2557660486', '2557660455', '2557660454', '2557660438', '2557660428', '2557660409', '2557660405', '2557660401', '2557660342', '2557660297', '2557660267', '2557660252', '2557660249', '2557660218', '2557660170', '2506378755', '2506378754', '2506378753', '2458631170', '2458631169', '2458631167', '2442652035', '2442650085', '2442650078', '2442650070', '2442650067', '2442650059', '2442650057', '2442650053', '2442650045', '2442650041', '2442623810', '2442623791', '2442623788', '2442623784', '2442623778', '2442623763', '2442623757', '2096375306', '2096375274', '2096375262', '2096375256', '2096375255', '2096375251', '2096375248', '2096375242', '2096375241', '2096375237', '2096375234', '2096375208', '2096375193', '2096375191', '2096375153', '2096375151', '2096375106', '2096375025', '2096375018', '2096374998', '2096374996', '2096374991', '2096374982', '399572604', '399572601', '399572600', '399572597', '399572596', '399572594', '399572593', '399572591', '399572590', '399572589']"
Sphingomonadales_Sphingomonadaceae_Blastomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,136,0.3015941404566997,0.2086890533105673,0.3437269825681316,0.1696894902704013,0.3902079882201362,0,0.2788892930762701,0,0.3632249612957009,0,0,0.08778271196943097,0.01984914648670107,0,0,0.01954365564078761,0,2.340505851264628,0,1.646922854666282,0.7474787423373542,0.002549329526334574,0,2.940007945967421,9.734360625574977,0,0.00324485690181063,0.6808310834605,0.05757052389176742,0.0806957769210078,0,0,0,0,0.02894565453361314,0.01804565550843634,0.001630895687911801,0.01713428999785821,0.002420106242664053,0,0.225081592077128,0.251994960100798,0.03941663381947182,0.39,0,0.4699288639793059,0.9387056998528301,0.01404889013767912,9.28,0.02589220213179131,0,0.001194476739556292,0,0,0.001744652639659444,0,0.1233616037008481,0.8261287223823247,0.8548505763234417,0.09786825153920069,0.5950167348456675,0.4971652856519843,0.6010171058714748,0,0.1088731627653783,0,0,0,0,0,core,"['2798793774', '2798793771', '2798793766', '2798793765', '2798793754', '2798793748', '2798793743', '2798793735', '2798793733', '2798793725', '2798793724', '2798793705', '2798793704', '2798793703', '2798793696', '2798793678', '2798793677', '2798793668', '2798793665', '2798793660', '2798793657', '2798793652', '2798793648', '2798793642', '2798793635', '2798793633', '2798793620', '2798793616', '2798793595', '2798793590', '2798793584', '2798793566', '2798793538', '2798793536', '2798793526', '2798793523', '2798793521', '2798793479', '2798793468', '2798793467', '2798793466', '2798793465', '2798793464', '2798793458', '2798793455', '2798793445', '2798793440', '2798793435', '2798793426', '2798793412', '2798793403', '2798793387', '2798793385', '2798793383', '2798793375', '2798793373', '2798793369', '2798793354', '2798793352', '2798793348', '2798793336', '2798793316', '2798793309', '2798793300', '2798793289', '2798793269', '1905860829', '1905728785', '1905728784', '1905728781', '1905728780', '1905728779', '930032961', '930032960', '2526583938', '1467742908', '1467742906', '1467742905', '1467742900', '1467742898', '1467742896', '1467742895', '1467742893', '1467742891', '1467742890', '1467742889', '1467742887', '1467742883', '1467742881', '1467742879', '1467742878', '1467742876', '1467742873', '1467742872', '1467742870', '1467742869', '1467742868', '1467742864', '1467742862', '1467742861']"
Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,143,3.037483843171047,17.68165433504079,16.56027498158605,6.569407409039822,10.09203018590098,0,3.307869528313326,0,6.445754436108134,0,0.0255819902788437,0.1704017349994836,0.01984914648670107,0,0.00962186086789185,0.1148189768896272,0.05293806246691372,3.875676355857556,0.0002414916455965206,0.3178272175671771,0.1059916946806407,0.005098659052669148,0.004860149206580642,0.004966229638458482,2.34015639374425,0.01187617112243013,27.07833084560971,2.101185585162578,0.1151410477835348,0.1972563435846857,0.8118295158016816,28.83247728170684,9.452871072589382,0.84,0.02170924090020986,14.17486240187675,4.493117620197013,3.00064253587492,1.484735179874396,0,1.5830738642758,3.569928601427971,12.21915648403626,0,14.14691336396836,0.1207156714809226,0.1829680601408059,12.82663669570104,0,0.01510378457687826,0.1073078462042123,0.0003981589131854306,0.066203243958954,0.02862595419847329,0.06978610558637775,0,0.2313030069390902,1.729106628242075,0.9529481834425254,0.08007402398661874,0.5392339159538861,0.4186655037069342,0.4160887656033287,0,0.1633097441480675,0,0.4250537424272035,0,0,0,core,"['2592495114', '2592495113', '2592495086', '2592493811', '2592492600', '2592492599', '2592492598', '2592492597', '2592492596', '2592489269', '2592489268', '2592489267', '2592489266', '2592489265', '2592489264', '2592489206', '2592489205', '2592489204', '2592489203', '2592489202', '2592489201', '2592488161', '2592488160', '2592488159', '2592488158', '2592488157', '2592488156', '2592488096', '2592488095', '2592488094', '2592488093', '2592488092', '2592488022', '2592488021', '2592488020', '2592488019', '2592488018', '2592488017', '2592488016', '2592488015', '2592487919', '2592487918', '2592487917', '2592487916', '2592487915', '2592487914', '2592487852', '2592487851', '2592487850', '2592487849', '2592487848', '2592487847', '2592487846', '2592487266', '2592487265', '2592487263', '2592487262', '2592487261', '2592487260', '2592487259', '2592487258', '2592487037', '2592487036', '2592487035', '2592486704', '2592486703', '2592486702', '2592486701', '2592486700', '2592486079', '2592486078', '2592486077', '2592486076', '2592486075', '2592486074', '2592486073', '2592486072', '2592486071', '2592485955', '2592485954', '2592485953', '2592485952', '2592485951', '2592485950', '2592484612', '2592484611', '2592484610', '2592484609', '2592484608', '2592480730', '2592480729', '2592480728', '2592480727', '2592480726', '2592480689', '2592480688', '2592480687', '2592480686', '2592480685', '2592480684']"
